prname,date,reporting_week,totalcases,ratecases_total,numdeaths,ratedeaths
Quebec,2020-09-19,38,60661,697.6,5440,62.56
Newfoundland and Labrador,2020-09-19,38,272,51.71,3,0.57
New Brunswick,2020-09-19,38,194,23.89,2,0.25
Nova Scotia,2020-09-19,38,1086,106.5,65,6.37
Prince Edward Island,2020-09-19,38,57,33.39,0,0.0
Yukon,2020-09-19,38,15,34.26,0,0.0
Northwest Territories,2020-09-19,38,5,10.96,0,0.0
Nunavut,2020-09-19,38,0,0.0,0,0.0
Repatriated travellers,2020-09-19,38,13,,0,
Canada,2020-09-19,38,137205,352.44,8988,23.09
British Columbia,2020-09-26,39,8641,162.45,230,4.32
Alberta,2020-09-26,39,17595,387.29,262,5.77
Saskatchewan,2020-09-26,39,1863,155.93,24,2.01
Manitoba,2020-09-26,39,1829,129.79,19,1.35
Ontario,2020-09-26,39,50262,332.65,2977,19.7
Quebec,2020-09-26,39,65274,750.65,5468,62.88
Newfoundland and Labrador,2020-09-26,39,272,51.71,3,0.57
New Brunswick,2020-09-26,39,200,24.63,2,0.25
Nova Scotia,2020-09-26,39,1087,106.6,65,6.37
Prince Edward Island,2020-09-26,39,58,33.98,0,0.0
Yukon,2020-09-26,39,15,34.26,0,0.0
Northwest Territories,2020-09-26,39,5,10.96,0,0.0
Nunavut,2020-09-26,39,0,0.0,0,0.0
Repatriated travellers,2020-09-26,39,13,,0,
Canada,2020-09-26,39,147114,377.89,9050,23.25
British Columbia,2020-10-03,40,9381,176.36,238,4.47
Alberta,2020-10-03,40,18736,412.4,277,6.1
Saskatchewan,2020-10-03,40,1954,163.54,24,2.01
Manitoba,2020-10-03,40,2108,149.59,22,1.56
Ontario,2020-10-03,40,54487,360.62,3002,19.87
Quebec,2020-10-03,40,72572,834.58,5519,63.47
Newfoundland and Labrador,2020-10-03,40,276,52.47,3,0.57
New Brunswick,2020-10-03,40,201,24.75,2,0.25
Nova Scotia,2020-10-03,40,1088,106.7,65,6.37
Prince Edward Island,2020-10-03,40,60,35.15,0,0.0
Yukon,2020-10-03,40,15,34.26,0,0.0
Northwest Territories,2020-10-03,40,5,10.96,0,0.0
Nunavut,2020-10-03,40,0,0.0,0,0.0
Repatriated travellers,2020-10-03,40,13,,0,
Canada,2020-10-03,40,160896,413.3,9152,23.51
British Columbia,2020-10-10,41,10185,191.47,245,4.61
Alberta,2020-10-10,41,20310,447.05,284,6.25
Saskatchewan,2020-10-10,41,2068,173.08,24,2.01
Manitoba,2020-10-10,41,2524,179.11,32,2.27
Ontario,2020-10-10,41,59526,393.97,3037,20.1
Quebec,2020-10-10,41,79523,914.51,5601,64.41
Newfoundland and Labrador,2020-10-10,41,282,53.62,4,0.76
New Brunswick,2020-10-10,41,258,31.77,2,0.25
Nova Scotia,2020-10-10,41,1091,106.99,65,6.37
Prince Edward Island,2020-10-10,41,62,36.32,0,0.0
Yukon,2020-10-10,41,15,34.26,0,0.0
Northwest Territories,2020-10-10,41,5,10.96,0,0.0
Nunavut,2020-10-10,41,0,0.0,0,0.0
Repatriated travellers,2020-10-10,41,13,,0,
Canada,2020-10-10,41,175862,451.74,9294,23.87
British Columbia,2020-10-17,42,11189,210.35,251,4.72
Alberta,2020-10-17,42,22107,486.6,289,6.36
Saskatchewan,2020-10-17,42,2306,193.0,25,2.09
Manitoba,2020-10-17,42,3258,231.19,38,2.7
Ontario,2020-10-17,42,64800,428.87,3077,20.36
Quebec,2020-10-17,42,86728,997.37,5687,65.4
Newfoundland and Labrador,2020-10-17,42,287,54.57,4,0.76
New Brunswick,2020-10-17,42,305,37.56,2,0.25
Nova Scotia,2020-10-17,42,1096,107.48,65,6.37
Prince Edward Island,2020-10-17,42,64,37.5,0,0.0
Yukon,2020-10-17,42,16,36.54,0,0.0
Northwest Territories,2020-10-17,42,5,10.96,0,0.0
Nunavut,2020-10-17,42,0,0.0,0,0.0
Repatriated travellers,2020-10-17,42,13,,0,
Canada,2020-10-17,42,192174,493.64,9438,24.24
British Columbia,2020-10-24,43,12554,236.01,256,4.81
Alberta,2020-10-24,43,25039,551.14,306,6.74
Saskatchewan,2020-10-24,43,2669,223.38,25,2.09
Manitoba,2020-10-24,43,4088,290.09,50,3.55
Ontario,2020-10-24,43,70841,468.85,3136,20.76
Quebec,2020-10-24,43,93287,1072.8,5807,66.78
Newfoundland and Labrador,2020-10-24,43,289,54.95,4,0.76
New Brunswick,2020-10-24,43,326,40.14,4,0.49
Nova Scotia,2020-10-24,43,1100,107.87,65,6.37
Prince Edward Island,2020-10-24,43,64,37.5,0,0.0
Yukon,2020-10-24,43,19,43.39,0,0.0
Northwest Territories,2020-10-24,43,8,17.54,0,0.0
Nunavut,2020-10-24,43,0,0.0,0,0.0
Repatriated travellers,2020-10-24,43,13,,0,
Canada,2020-10-24,43,210297,540.19,9653,24.8
British Columbia,2020-10-31,44,14733,276.97,263,4.94
Alberta,2020-10-31,44,28568,628.82,333,7.33
Saskatchewan,2020-10-31,44,3144,263.14,25,2.09
Manitoba,2020-10-31,44,5723,406.11,67,4.75
Ontario,2020-10-31,44,77232,511.15,3203,21.2
Quebec,2020-10-31,44,99960,1149.54,5946,68.38
Newfoundland and Labrador,2020-10-31,44,291,55.33,4,0.76
New Brunswick,2020-10-31,44,343,42.24,6,0.74
Nova Scotia,2020-10-31,44,1110,108.85,65,6.37
Prince Edward Island,2020-10-31,44,64,37.5,0,0.0
Yukon,2020-10-31,44,23,52.52,1,2.28
Northwest Territories,2020-10-31,44,10,21.93,0,0.0
Nunavut,2020-10-31,44,0,0.0,0,0.0
Repatriated travellers,2020-10-31,44,13,,0,
Canada,2020-10-31,44,231214,593.92,9913,25.46
British Columbia,2020-11-07,45,17716,333.05,276,5.19
Alberta,2020-11-07,45,33252,731.92,373,8.21
Saskatchewan,2020-11-07,45,3738,312.85,27,2.26
Manitoba,2020-11-07,45,7689,545.62,103,7.31
Ontario,2020-11-07,45,84835,561.47,3307,21.89
Quebec,2020-11-07,45,107784,1239.52,6077,69.89
Newfoundland and Labrador,2020-11-07,45,296,56.28,4,0.76
New Brunswick,2020-11-07,45,353,43.47,6,0.74
Nova Scotia,2020-11-07,45,1124,110.23,65,6.37
Prince Edward Island,2020-11-07,45,66,38.67,0,0.0
Yukon,2020-11-07,45,23,52.52,1,2.28
Northwest Territories,2020-11-07,45,10,21.93,0,0.0
Nunavut,2020-11-07,45,1,2.47,0,0.0
Repatriated travellers,2020-11-07,45,13,,0,
Canada,2020-11-07,45,256900,659.9,10239,26.3
British Columbia,2020-11-14,46,21639,406.8,290,5.45
Alberta,2020-11-14,46,39030,859.1,422,9.29
Saskatchewan,2020-11-14,46,4820,403.41,29,2.43
Manitoba,2020-11-14,46,10453,741.76,152,10.79
Ontario,2020-11-14,46,95278,630.59,3444,22.79
Quebec,2020-11-14,46,116779,1342.96,6272,72.13
Newfoundland and Labrador,2020-11-14,46,301,57.23,4,0.76
New Brunswick,2020-11-14,46,364,44.82,6,0.74
Nova Scotia,2020-11-14,46,1141,111.89,65,6.37
Prince Edward Island,2020-11-14,46,68,39.84,0,0.0
Yukon,2020-11-14,46,24,54.81,1,2.28
Northwest Territories,2020-11-14,46,14,30.7,0,0.0
Nunavut,2020-11-14,46,35,86.36,0,0.0
Repatriated travellers,2020-11-14,46,13,,0,
Canada,2020-11-14,46,289959,744.82,10685,27.45
British Columbia,2020-11-21,47,26187,492.3,331,6.22
Alberta,2020-11-21,47,46513,1023.81,493,10.85
Saskatchewan,2020-11-21,47,6237,522.01,33,2.76
Manitoba,2020-11-21,47,13304,944.07,217,15.4
Ontario,2020-11-21,47,105316,697.02,3564,23.59
Quebec,2020-11-21,47,124854,1435.82,6453,74.21
Newfoundland and Labrador,2020-11-21,47,316,60.08,4,0.76
New Brunswick,2020-11-21,47,424,52.21,6,0.74
Nova Scotia,2020-11-21,47,1177,115.42,65,6.37
Prince Edward Island,2020-11-21,47,69,40.42,0,0.0
Yukon,2020-11-21,47,32,73.08,1,2.28
Northwest Territories,2020-11-21,47,15,32.89,0,0.0
Nunavut,2020-11-21,47,108,266.5,0,0.0
Repatriated travellers,2020-11-21,47,13,,0,
Canada,2020-11-21,47,324565,833.72,11167,28.68
British Columbia,2020-11-28,48,31634,594.7,410,7.71
Alberta,2020-11-28,48,56051,1233.76,567,12.48
Saskatchewan,2020-11-28,48,7888,660.19,45,3.77
Manitoba,2020-11-28,48,16118,1143.75,290,20.58
Ontario,2020-11-28,48,116458,770.76,3703,24.51
Quebec,2020-11-28,48,133886,1539.69,6638,76.34
Newfoundland and Labrador,2020-11-28,48,333,63.31,4,0.76
New Brunswick,2020-11-28,48,481,59.23,7,0.86
Nova Scotia,2020-11-28,48,1272,124.74,65,6.37
Prince Edward Island,2020-11-28,48,71,41.6,0,0.0
Yukon,2020-11-28,48,44,100.48,1,2.28
Northwest Territories,2020-11-28,48,15,32.89,0,0.0
Nunavut,2020-11-28,48,166,409.61,0,0.0
Repatriated travellers,2020-11-28,48,13,,0,
Canada,2020-11-28,48,364430,936.12,11730,30.13
British Columbia,2020-12-05,49,36779,691.42,510,9.59
Alberta,2020-12-05,49,68125,1499.52,680,14.97
Saskatchewan,2020-12-05,49,9729,814.28,55,4.6
Manitoba,2020-12-05,49,18423,1307.32,381,27.04
Ontario,2020-12-05,49,129145,854.73,3858,25.53
Quebec,2020-12-05,49,144747,1664.59,6864,78.94
Newfoundland and Labrador,2020-12-05,49,347,65.97,4,0.76
New Brunswick,2020-12-05,49,530,65.27,7,0.86
Nova Scotia,2020-12-05,49,1356,132.98,65,6.37
Prince Edward Island,2020-12-05,49,79,46.28,0,0.0
Yukon,2020-12-05,49,52,118.75,1,2.28
Northwest Territories,2020-12-05,49,15,32.89,0,0.0
Nunavut,2020-12-05,49,204,503.38,0,0.0
Repatriated travellers,2020-12-05,49,13,,0,
Canada,2020-12-05,49,409544,1052.0,12425,31.92
British Columbia,2020-12-12,50,41495,780.08,626,11.77
Alberta,2020-12-12,50,79785,1756.18,812,17.87
Saskatchewan,2020-12-12,50,11747,983.17,86,7.2
Manitoba,2020-12-12,50,20750,1472.44,483,34.27
Ontario,2020-12-12,50,142211,941.21,4056,26.84
Quebec,2020-12-12,50,156984,1805.31,7100,81.65
Newfoundland and Labrador,2020-12-12,50,358,68.06,4,0.76
New Brunswick,2020-12-12,50,555,68.34,8,0.99
Nova Scotia,2020-12-12,50,1407,137.98,65,6.37
Prince Edward Island,2020-12-12,50,87,50.97,0,0.0
Yukon,2020-12-12,50,58,132.45,1,2.28
Northwest Territories,2020-12-12,50,19,41.66,0,0.0
Nunavut,2020-12-12,50,242,597.15,0,0.0
Repatriated travellers,2020-12-12,50,13,,0,
Canada,2020-12-12,50,455711,1170.59,13241,34.01
British Columbia,2020-12-19,51,46052,865.75,752,14.14
Alberta,2020-12-19,51,90008,1981.2,961,21.15
Saskatchewan,2020-12-19,51,13327,1115.41,115,9.63
Manitoba,2020-12-19,51,22630,1605.85,556,39.45
Ontario,2020-12-19,51,157878,1044.9,4293,28.41
Quebec,2020-12-19,51,170938,1965.79,7348,84.5
Newfoundland and Labrador,2020-12-19,51,380,72.25,4,0.76
New Brunswick,2020-12-19,51,574,70.68,8,0.99
Nova Scotia,2020-12-19,51,1439,141.12,65,6.37
Prince Edward Island,2020-12-19,51,90,52.73,0,0.0
Yukon,2020-12-19,51,59,134.74,1,2.28
Northwest Territories,2020-12-19,51,23,50.43,0,0.0
Nunavut,2020-12-19,51,260,641.56,1,2.47
Repatriated travellers,2020-12-19,51,13,,0,
Canada,2020-12-19,51,503671,1293.79,14104,36.23
British Columbia,2020-12-26,52,49568,931.85,847,15.92
Alberta,2020-12-26,52,97407,2144.06,1116,24.56
Saskatchewan,2020-12-26,52,14615,1223.21,134,11.22
Manitoba,2020-12-26,52,23624,1676.38,617,43.78
Ontario,2020-12-26,52,173501,1148.3,4578,30.3
Quebec,2020-12-26,52,186323,2142.71,7662,88.11
Newfoundland and Labrador,2020-12-26,52,384,73.01,4,0.76
New Brunswick,2020-12-26,52,590,72.65,8,0.99
Nova Scotia,2020-12-26,52,1469,144.06,65,6.37
Prince Edward Island,2020-12-26,52,94,55.07,0,0.0
Yukon,2020-12-26,52,60,137.02,1,2.28
Northwest Territories,2020-12-26,52,24,52.63,0,0.0
Nunavut,2020-12-26,52,264,651.43,1,2.47
Repatriated travellers,2020-12-26,52,13,,0,
Canada,2020-12-26,52,547936,1407.49,15033,38.62
British Columbia,2021-01-02,53,53162,999.41,901,16.94
Alberta,2021-01-02,53,104633,2303.11,1267,27.89
Saskatchewan,2021-01-02,53,15844,1326.08,158,13.22
Manitoba,2021-01-02,53,25026,1775.87,678,48.11
Ontario,2021-01-02,53,193960,1283.7,4905,32.46
Quebec,2021-01-02,53,204101,2347.16,7966,91.61
Newfoundland and Labrador,2021-01-02,53,390,74.15,4,0.76
New Brunswick,2021-01-02,53,611,75.24,9,1.11
Nova Scotia,2021-01-02,53,1497,146.8,65,6.37
Prince Edward Island,2021-01-02,53,97,56.83,0,0.0
Yukon,2021-01-02,53,64,146.16,1,2.28
Northwest Territories,2021-01-02,53,24,52.63,0,0.0
Nunavut,2021-01-02,53,266,656.37,1,2.47
Repatriated travellers,2021-01-02,53,13,,0,
Canada,2021-01-02,53,599688,1540.43,15955,40.98
British Columbia,2021-01-09,1,57170,1074.76,999,18.78
Alberta,2021-01-09,1,111729,2459.31,1426,31.39
Saskatchewan,2021-01-09,1,17807,1490.37,191,15.99
Manitoba,2021-01-09,1,26166,1856.77,733,52.01
Ontario,2021-01-09,1,218835,1448.34,5276,34.92
Quebec,2021-01-09,1,221559,2547.93,8315,95.62
Newfoundland and Labrador,2021-01-09,1,392,74.53,4,0.76
New Brunswick,2021-01-09,1,765,94.2,9,1.11
Nova Scotia,2021-01-09,1,1525,149.55,65,6.37
Prince Edward Island,2021-01-09,1,100,58.59,0,0.0
Yukon,2021-01-09,1,70,159.86,1,2.28
Northwest Territories,2021-01-09,1,24,52.63,0,0.0
Nunavut,2021-01-09,1,266,656.37,1,2.47
Repatriated travellers,2021-01-09,1,13,,0,
Canada,2021-01-09,1,656421,1686.16,17020,43.72
British Columbia,2021-01-16,2,60701,1141.14,1064,20.0
Alberta,2021-01-16,2,117088,2577.26,1557,34.27
Saskatchewan,2021-01-16,2,19985,1672.66,212,17.74
Manitoba,2021-01-16,2,27322,1938.8,761,54.0
Ontario,2021-01-16,2,240220,1589.87,5644,37.35
Quebec,2021-01-16,2,235620,2709.63,8682,99.84
Newfoundland and Labrador,2021-01-16,2,395,75.1,4,0.76
New Brunswick,2021-01-16,2,911,112.18,12,1.48
Nova Scotia,2021-01-16,2,1550,152.0,65,6.37
Prince Edward Island,2021-01-16,2,107,62.69,0,0.0
Yukon,2021-01-16,2,70,159.86,1,2.28
Northwest Territories,2021-01-16,2,27,59.2,0,0.0
Nunavut,2021-01-16,2,266,656.37,1,2.47
Repatriated travellers,2021-01-16,2,13,,0,
Canada,2021-01-16,2,704275,1809.08,18003,46.24
British Columbia,2021-01-23,3,64011,1203.37,1128,21.21
Alberta,2021-01-23,3,121013,2663.66,1672,36.8
Saskatchewan,2021-01-23,3,21917,1834.36,250,20.92
Manitoba,2021-01-23,3,28476,2020.69,797,56.56
Ontario,2021-01-23,3,256636,1698.52,6076,40.21
Quebec,2021-01-23,3,246131,2830.5,9046,104.03
Newfoundland and Labrador,2021-01-23,3,398,75.67,4,0.76
New Brunswick,2021-01-23,3,1104,135.95,13,1.6
Nova Scotia,2021-01-23,3,1567,153.67,65,6.37
Prince Edward Island,2021-01-23,3,110,64.45,0,0.0
Yukon,2021-01-23,3,70,159.86,1,2.28
Northwest Territories,2021-01-23,3,30,65.78,0,0.0
Nunavut,2021-01-23,3,275,678.58,1,2.47
Repatriated travellers,2021-01-23,3,13,,0,
Canada,2021-01-23,3,741751,1905.35,19053,48.94
British Columbia,2021-01-30,4,67187,1263.07,1189,22.35
Alberta,2021-01-30,4,124049,2730.49,1744,38.39
Saskatchewan,2021-01-30,4,23626,1977.4,300,25.11
Manitoba,2021-01-30,4,29446,2089.52,825,58.54
Ontario,2021-01-30,4,269410,1783.06,6449,42.68
Quebec,2021-01-30,4,254885,2931.18,9313,107.1
Newfoundland and Labrador,2021-01-30,4,408,77.57,4,0.76
New Brunswick,2021-01-30,4,1230,151.47,18,2.22
Nova Scotia,2021-01-30,4,1578,154.75,65,6.37
Prince Edward Island,2021-01-30,4,112,65.62,0,0.0
Yukon,2021-01-30,4,70,159.86,1,2.28
Northwest Territories,2021-01-30,4,31,67.98,0,0.0
Nunavut,2021-01-30,4,289,713.12,1,2.47
Repatriated travellers,2021-01-30,4,13,,0,
Canada,2021-01-30,4,772334,1983.91,19909,51.14
British Columbia,2021-02-06,5,70144,1318.66,1246,23.42
Alberta,2021-02-06,5,126646,2787.65,1802,39.66
Saskatchewan,2021-02-06,5,25209,2109.89,336,28.12
Manitoba,2021-02-06,5,30158,2140.04,842,59.75
Ontario,2021-02-06,5,279192,1847.8,6711,44.42
Quebec,2021-02-06,5,262303,3016.48,9526,109.55
Newfoundland and Labrador,2021-02-06,5,415,78.9,4,0.76
New Brunswick,2021-02-06,5,1337,164.64,20,2.46
Nova Scotia,2021-02-06,5,1585,155.43,65,6.37
Prince Edward Island,2021-02-06,5,114,66.79,0,0.0
Yukon,2021-02-06,5,70,159.86,1,2.28
Northwest Territories,2021-02-06,5,32,70.17,0,0.0
Nunavut,2021-02-06,5,297,732.86,1,2.47
Repatriated travellers,2021-02-06,5,13,,0,
Canada,2021-02-06,5,797515,2048.59,20554,52.8
British Columbia,2021-02-13,6,73202,1376.15,1298,24.4
Alberta,2021-02-13,6,128722,2833.34,1854,40.81
Saskatchewan,2021-02-13,6,26389,2208.65,354,29.63
Manitoba,2021-02-13,6,30687,2177.58,866,61.45
Ontario,2021-02-13,6,287093,1900.09,6881,45.54
Quebec,2021-02-13,6,268785,3091.03,9685,111.38
Newfoundland and Labrador,2021-02-13,6,686,130.43,4,0.76
New Brunswick,2021-02-13,6,1398,172.15,22,2.71
Nova Scotia,2021-02-13,6,1592,156.12,65,6.37
Prince Edward Island,2021-02-13,6,114,66.79,0,0.0
Yukon,2021-02-13,6,71,162.14,1,2.28
Northwest Territories,2021-02-13,6,36,78.94,0,0.0
Nunavut,2021-02-13,6,313,772.34,1,2.47
Repatriated travellers,2021-02-13,6,13,,0,
Canada,2021-02-13,6,819101,2104.04,21031,54.02
British Columbia,2021-02-20,7,76339,1435.13,1327,24.95
Alberta,2021-02-20,7,130974,2882.91,1880,41.38
Saskatchewan,2021-02-20,7,27438,2296.45,368,30.8
Manitoba,2021-02-20,7,31329,2223.14,882,62.59
Ontario,2021-02-20,7,294555,1949.48,7032,46.54
Quebec,2021-02-20,7,274137,3152.57,9786,112.54
Newfoundland and Labrador,2021-02-20,7,901,171.3,4,0.76
New Brunswick,2021-02-20,7,1420,174.86,24,2.96
Nova Scotia,2021-02-20,7,1605,157.4,65,6.37
Prince Edward Island,2021-02-20,7,115,67.37,0,0.0
Yukon,2021-02-20,7,72,164.42,1,2.28
Northwest Territories,2021-02-20,7,41,89.9,0,0.0
Nunavut,2021-02-20,7,339,836.5,1,2.47
Repatriated travellers,2021-02-20,7,13,,0,
Canada,2021-02-20,7,839278,2155.87,21370,54.89
British Columbia,2021-02-27,8,79909,1502.24,1355,25.47
Alberta,2021-02-27,8,133417,2936.69,1905,41.93
Saskatchewan,2021-02-27,8,28506,2385.83,385,32.22
Manitoba,2021-02-27,8,31809,2257.2,893,63.37
Ontario,2021-02-27,8,302237,2000.32,7129,47.18
Quebec,2021-02-27,8,279519,3214.47,9858,113.37
Newfoundland and Labrador,2021-02-27,8,980,186.32,5,0.95
New Brunswick,2021-02-27,8,1430,176.1,26,3.2
Nova Scotia,2021-02-27,8,1633,160.14,65,6.37
Prince Edward Island,2021-02-27,8,127,74.4,0,0.0
Yukon,2021-02-27,8,72,164.42,1,2.28
Northwest Territories,2021-02-27,8,42,92.1,0,0.0
Nunavut,2021-02-27,8,356,878.45,1,2.47
Repatriated travellers,2021-02-27,8,13,,0,
Canada,2021-02-27,8,860050,2209.23,21623,55.54
British Columbia,2021-03-06,9,83652,1572.61,1383,26.0
Alberta,2021-03-06,9,135748,2988.0,1924,42.35
Saskatchewan,2021-03-06,9,29593,2476.81,396,33.14
Manitoba,2021-03-06,9,32169,2282.75,904,64.15
Ontario,2021-03-06,9,310175,2052.86,7216,47.76
Quebec,2021-03-06,9,284471,3271.41,9925,114.14
Newfoundland and Labrador,2021-03-06,9,1005,191.07,6,1.14
New Brunswick,2021-03-06,9,1453,178.93,28,3.45
Nova Scotia,2021-03-06,9,1654,162.2,65,6.37
Prince Edward Island,2021-03-06,9,140,82.02,0,0.0
Yukon,2021-03-06,9,72,164.42,1,2.28
Northwest Territories,2021-03-06,9,42,92.1,0,0.0
Nunavut,2021-03-06,9,372,917.93,1,2.47
Repatriated travellers,2021-03-06,9,13,,0,
Canada,2021-03-06,9,880559,2261.91,21849,56.12
British Columbia,2021-03-13,10,87422,1643.48,1401,26.34
Alberta,2021-03-13,10,138286,3043.86,1950,42.92
Saskatchewan,2021-03-13,10,30522,2554.56,405,33.9
Manitoba,2021-03-13,10,32699,2320.36,916,65.0
Ontario,2021-03-13,10,319674,2115.73,7304,48.34
Quebec,2021-03-13,10,289484,3329.06,9983,114.8
Newfoundland and Labrador,2021-03-13,10,1012,192.41,6,1.14
New Brunswick,2021-03-13,10,1465,180.41,30,3.69
Nova Scotia,2021-03-13,10,1667,163.48,65,6.37
Prince Edward Island,2021-03-13,10,144,84.36,0,0.0
Yukon,2021-03-13,10,72,164.42,1,2.28
Northwest Territories,2021-03-13,10,42,92.1,0,0.0
Nunavut,2021-03-13,10,382,942.6,1,2.47
Repatriated travellers,2021-03-13,10,13,,0,
Canada,2021-03-13,10,902884,2319.26,22062,56.67
British Columbia,2021-03-20,11,91342,1717.17,1421,26.71
Alberta,2021-03-20,11,141763,3120.39,1965,43.25
Saskatchewan,2021-03-20,11,31459,2632.99,417,34.9
Manitoba,2021-03-20,11,33263,2360.38,920,65.28
Ontario,2021-03-20,11,330714,2188.79,7386,48.88
Quebec,2021-03-20,11,294906,3391.42,10035,115.4
Newfoundland and Labrador,2021-03-20,11,1014,192.79,6,1.14
New Brunswick,2021-03-20,11,1489,183.36,30,3.69
Nova Scotia,2021-03-20,11,1684,165.14,66,6.47
Prince Edward Island,2021-03-20,11,149,87.29,0,0.0
Yukon,2021-03-20,11,72,164.42,1,2.28
Northwest Territories,2021-03-20,11,42,92.1,0,0.0
Nunavut,2021-03-20,11,390,962.35,3,7.4
Repatriated travellers,2021-03-20,11,13,,0,
Canada,2021-03-20,11,928300,2384.54,22250,57.15
British Columbia,2021-03-27,12,96613,1816.26,1452,27.3
Alberta,2021-03-27,12,146161,3217.2,1987,43.74
Saskatchewan,2021-03-27,12,32783,2743.8,430,35.99
Manitoba,2021-03-27,12,33867,2403.24,933,66.21
Ontario,2021-03-27,12,345114,2284.1,7494,49.6
Quebec,2021-03-27,12,301135,3463.05,10082,115.94
Newfoundland and Labrador,2021-03-27,12,1015,192.98,6,1.14
New Brunswick,2021-03-27,12,1571,193.46,30,3.69
Nova Scotia,2021-03-27,12,1705,167.2,66,6.47
Prince Edward Island,2021-03-27,12,156,91.39,0,0.0
Yukon,2021-03-27,12,73,166.71,1,2.28
Northwest Territories,2021-03-27,12,42,92.1,0,0.0
Nunavut,2021-03-27,12,395,974.68,4,9.87
Repatriated travellers,2021-03-27,12,13,,0,
Canada,2021-03-27,12,960643,2467.62,22485,57.76
British Columbia,2021-04-03,13,103031,1936.92,1463,27.5
Alberta,2021-04-03,13,152176,3349.6,2002,44.07
Saskatchewan,2021-04-03,13,34323,2872.69,436,36.49
Manitoba,2021-04-03,13,34352,2437.66,938,66.56
Ontario,2021-04-03,13,364059,2409.48,7607,50.35
Quebec,2021-04-03,13,309276,3556.67,10129,116.48
Newfoundland and Labrador,2021-04-03,13,1020,193.93,6,1.14
New Brunswick,2021-04-03,13,1641,202.08,30,3.69
Nova Scotia,2021-04-03,13,1732,169.85,66,6.47
Prince Edward Island,2021-04-03,13,160,93.74,0,0.0
Yukon,2021-04-03,13,74,168.99,1,2.28
Northwest Territories,2021-04-03,13,43,94.29,0,0.0
Nunavut,2021-04-03,13,395,974.68,4,9.87
Repatriated travellers,2021-04-03,13,13,,0,
Canada,2021-04-03,13,1002295,2574.61,22682,58.26
British Columbia,2021-04-10,14,110823,2083.4,1504,28.27
Alberta,2021-04-10,14,160737,3538.04,2014,44.33
Saskatchewan,2021-04-10,14,35984,3011.71,453,37.91
Manitoba,2021-04-10,14,35101,2490.81,949,67.34
Ontario,2021-04-10,14,389643,2578.81,7769,51.42
Quebec,2021-04-10,14,320991,3691.39,10182,117.09
Newfoundland and Labrador,2021-04-10,14,1029,195.64,6,1.14
New Brunswick,2021-04-10,14,1713,210.94,33,4.06
Nova Scotia,2021-04-10,14,1765,173.09,66,6.47
Prince Edward Island,2021-04-10,14,163,95.5,0,0.0
Yukon,2021-04-10,14,74,168.99,1,2.28
Northwest Territories,2021-04-10,14,43,94.29,0,0.0
Nunavut,2021-04-10,14,395,974.68,4,9.87
Repatriated travellers,2021-04-10,14,13,,0,
Canada,2021-04-10,14,1058474,2718.92,22981,59.03
British Columbia,2021-04-17,15,118107,2220.34,1530,28.76
Alberta,2021-04-17,15,170548,3753.99,2037,44.84
Saskatchewan,2021-04-17,15,37871,3169.64,464,38.83
Manitoba,2021-04-17,15,35989,2553.82,958,67.98
Ontario,2021-04-17,15,420526,2783.2,7968,52.74
Quebec,2021-04-17,15,331263,3809.52,10253,117.91
Newfoundland and Labrador,2021-04-17,15,1042,198.11,6,1.14
New Brunswick,2021-04-17,15,1778,218.95,33,4.06
Nova Scotia,2021-04-17,15,1809,177.4,67,6.57
Prince Edward Island,2021-04-17,15,170,99.6,0,0.0
Yukon,2021-04-17,15,76,173.56,1,2.28
Northwest Territories,2021-04-17,15,43,94.29,0,0.0
Nunavut,2021-04-17,15,414,1021.57,4,9.87
Repatriated travellers,2021-04-17,15,13,,0,
Canada,2021-04-17,15,1119649,2876.06,23321,59.91
British Columbia,2021-04-24,16,124639,2343.14,1563,29.38
Alberta,2021-04-24,16,181452,3994.0,2070,45.56
Saskatchewan,2021-04-24,16,39683,3321.3,473,39.59
Manitoba,2021-04-24,16,37339,2649.62,967,68.62
Ontario,2021-04-24,16,448876,2970.84,8197,54.25
Quebec,2021-04-24,16,339012,3898.63,10326,118.75
Newfoundland and Labrador,2021-04-24,16,1056,200.77,6,1.14
New Brunswick,2021-04-24,16,1847,227.45,35,4.31
Nova Scotia,2021-04-24,16,2034,199.47,67,6.57
Prince Edward Island,2021-04-24,16,176,103.11,0,0.0
Yukon,2021-04-24,16,80,182.69,1,2.28
Northwest Territories,2021-04-24,16,49,107.44,0,0.0
Nunavut,2021-04-24,16,453,1117.8,4,9.87
Repatriated travellers,2021-04-24,16,13,,0,
Canada,2021-04-24,16,1176709,3022.64,23709,60.9
British Columbia,2021-05-01,17,130317,2449.88,1581,29.72
Alberta,2021-05-01,17,194503,4281.27,2102,46.27
Saskatchewan,2021-05-01,17,41360,3461.66,494,41.35
Manitoba,2021-05-01,17,38993,2766.99,976,69.26
Ontario,2021-05-01,17,474091,3137.72,8425,55.76
Quebec,2021-05-01,17,346305,3982.5,10404,119.65
Newfoundland and Labrador,2021-05-01,17,1081,205.52,6,1.14
New Brunswick,2021-05-01,17,1933,238.04,36,4.43
Nova Scotia,2021-05-01,17,2644,259.29,67,6.57
Prince Edward Island,2021-05-01,17,180,105.46,0,0.0
Yukon,2021-05-01,17,81,184.98,2,4.57
Northwest Territories,2021-05-01,17,57,124.99,0,0.0
